Kraj,Rok,Pohlaví,Administrativní a podpůrné činnosti,Doprava a skladování,Informační a komunikační činnosti,"Kulturní, zábavní a rekreační činnosti",Ostatní činnosti,Peněžnictví a pojišťovnictví,"Profesní, vědecké a technické činnosti",Stavebnictví,Těžba a dobývání,"Ubytování, stravování a pohostinství",Velkoobchod a maloob.; opr. mot. vozidel,Veřejná správa a obrana; pov. soc. zabezp.,Vzdělávání,"Výroba a rozvod elektřiny, plynu, tepla",Zdravotní a sociální péče,"Zemědělství, lesnictví a rybářství",Zpracovatelský průmysl,Zásob. vodou; činnosti souvis. s odpady,Činnosti v oblasti nemovitostí
Královehradecký kraj,1994,Z,1787,4767,2550,1423,3455,3258,2738,2150,0,3913,15963,5806,11518,0,11047,7473,37378,941,0
Královehradecký kraj,1995,M,2674,9399,2448,2436,1843,1940,2702,22583,939,2398,14739,10311,3301,4415,2929,12336,52619,1269,0
Královehradecký kraj,1995,Z,1355,4170,2189,1387,3064,4179,2183,2223,0,3901,17119,5180,12133,1369,12973,6622,40675,870,0
Královehradecký kraj,1996,M,2701,12010,2169,1805,1078,1194,3027,23357,1065,2880,16996,10779,3163,3410,3762,10962,48993,1520,896
Královehradecký kraj,1996,Z,1580,4597,2336,1581,2305,2931,2204,2439,0,3179,17683,7355,12181,1012,12485,6007,38618,563,763
Královehradecký kraj,1997,M,3010,11685,3010,1593,1189,1276,3841,21186,860,3328,17020,10941,3699,2474,4240,11420,48963,1410,0
Královehradecký kraj,1997,Z,1875,4623,2226,1598,2696,2527,3102,2447,0,3636,16024,6708,12642,1289,12354,5180,38114,621,935
Královehradecký kraj,1998,M,2379,12055,3352,1966,1434,1721,3123,22416,1243,2328,14615,12745,3944,2128,4439,8831,45283,1062,0
Královehradecký kraj,1998,Z,1942,3518,1507,1453,2439,2402,2636,2437,0,4358,19411,6649,10478,932,13061,5292,37260,584,882
Královehradecký kraj,1999,M,3216,9742,3083,1842,1157,1295,4209,22025,820,3380,15665,9279,3289,2593,3211,12230,45642,1273,578
Královehradecký kraj,1999,Z,2210,3227,1655,1597,2627,2842,2736,1491,0,3510,17176,8788,11408,630,11396,6039,34953,551,0
Královehradecký kraj,2000,M,2894,12342,2084,1767,1172,1364,3496,18292,0,3084,16265,12638,4772,1362,3563,12620,48203,1581,567
Královehradecký kraj,2000,Z,1807,3168,1850,1393,3827,3361,2540,860,0,5451,13446,8421,13197,0,13834,6147,34344,559,0
Královehradecký kraj,2001,M,3090,11424,2439,1201,1438,1870,3465,20472,0,2897,15936,12943,3974,1931,3112,9260,50544,1718,566
Královehradecký kraj,2001,Z,1470,4582,2143,1641,2714,2770,2183,1474,0,4727,14340,6530,13182,673,13261,4218,35810,0,0
Královehradecký kraj,2002,M,2851,13005,2557,1604,1349,1640,3330,20449,0,2518,17114,9003,3386,2872,3008,8853,51906,2680,0
Královehradecký kraj,2002,Z,1703,4226,2147,1467,2254,3665,2633,896,0,4579,17087,8241,13225,882,12040,5234,33420,557,0
Královehradecký kraj,2003,M,3606,10258,3229,2266,1200,1219,4390,22404,0,3736,20461,12115,3613,1593,3259,8361,43019,1657,561
Královehradecký kraj,2003,Z,1957,2272,1895,1666,3161,2551,2819,1316,0,5089,18549,8772,13476,0,11558,5131,27571,722,0
Královehradecký kraj,2004,M,2456,10146,3063,2026,868,753,2802,21890,0,4640,16770,11768,2874,1502,3232,9758,44992,753,606
Královehradecký kraj,2004,Z,1736,4548,2099,1514,2696,2525,2479,1423,0,4124,16115,9770,12502,0,14881,4809,27421,0,583
Královehradecký kraj,2005,M,2784,9515,2744,2396,1191,2765,2624,23920,579,4281,12876,10613,3425,2436,3067,7982,50266,2475,0
Královehradecký kraj,2005,Z,2014,3826,2178,986,2150,3477,3395,1904,0,5881,17379,9135,11208,0,13269,4030,28633,0,570
Královehradecký kraj,2006,M,3369,9967,2754,1679,1673,1452,4449,19825,701,4834,15965,8891,3984,1584,5525,6469,49558,2962,0
Královehradecký kraj,2006,Z,1760,3095,2493,1744,3341,3765,2878,1276,0,5295,18018,8568,12694,662,14368,3361,31888,586,0
Královehradecký kraj,2007,M,3280,13341,2459,2014,1876,2579,4288,17714,565,3340,14977,7318,3420,1386,4204,6876,55928,3405,0
Královehradecký kraj,2007,Z,2155,3599,2539,1707,3336,3050,3502,782,0,4554,15754,9261,11803,1063,13507,3716,33943,0,612
Královehradecký kraj,2008,M,2928,11380,2601,1996,2053,2369,3532,20212,1251,2478,14763,8202,5009,1200,3738,5787,55460,2425,726
Královehradecký kraj,2008,Z,1602,2507,1414,1858,2870,3496,4410,1269,0,4189,15827,8572,11179,667,13796,4226,37939,0,732
Královehradecký kraj,2009,M,2795,11807,2741,1717,1080,2612,3603,23972,1023,3907,13974,7437,4919,938,4670,6273,47063,3972,1059
Královehradecký kraj,2009,Z,1750,3379,1253,1143,2384,3411,4790,1480,0,5273,16041,6340,13402,0,15471,3990,27440,0,0
Královehradecký kraj,2010,M,1583,10610,3049,2413,561,2084,4929,21032,0,5054,13999,8324,2938,1269,4788,6320,52079,2185,508
Královehradecký kraj,2010,Z,1558,4159,1479,1390,3074,2426,3869,1351,0,4827,17276,8219,15114,0,14359,2477,24950,958,900
Královehradecký kraj,2011,M,1226,11671,4178,2289,759,1778,4791,21223,0,3887,12905,7973,4284,1786,3547,8012,46824,2485,639
Královehradecký kraj,2011,Z,1303,5069,1462,1822,2970,2627,4111,964,0,6080,14605,7953,13381,0,15123,2688,28859,782,589
Královehradecký kraj,2012,M,1331,11051,3471,2148,992,1486,3491,16886,639,4401,14217,8773,4605,2068,4052,8331,49197,1959,1264
Královehradecký kraj,2012,Z,1530,3921,1743,1339,1782,3722,5389,1655,0,5504,16625,7771,10275,0,15887,1934,29669,572,1036
Královehradecký kraj,2013,M,2201,9309,4085,2758,638,1944,4704,15117,1313,3520,13688,8378,3475,1936,5834,7461,52852,2014,824
Královehradecký kraj,2013,Z,1611,4067,1523,1573,1752,4542,3898,1917,0,3270,16614,9877,12387,694,13898,3250,26124,0,1055
Královehradecký kraj,2014,M,2087,9062,4177,1674,780,2479,5286,17216,0,3159,15552,8524,2840,1544,5566,7340,52795,3163,816
Královehradecký kraj,2014,Z,1610,3568,883,1970,1853,4287,3524,1106,0,4518,16283,9874,12467,535,13551,3018,29910,1041,0
Královehradecký kraj,2015,M,3594,9671,3798,2429,778,2039,4637,17497,609,2483,13753,8649,3294,1514,4138,7545,54827,2435,567
Královehradecký kraj,2015,Z,2027,3210,1433,1619,2123,2564,4167,1238,0,5629,17002,8818,12185,0,14630,1854,32404,767,858
Královehradecký kraj,2016,M,3227,9847,3333,1814,1390,2218,5296,14839,0,3212,16673,7449,3709,2402,4456,8984,54380,1735,835
Královehradecký kraj,2016,Z,2503,3729,1133,1105,2987,2931,5948,869,0,4737,14616,9095,12412,1257,16822,1986,31645,813,1126
Královehradecký kraj,2017,M,3406,9780,4127,1342,1227,1964,5407,17517,590,3509,17435,9102,4498,1275,4483,7849,53904,1679,1651
Královehradecký kraj,2017,Z,2069,4154,1695,1839,3164,3752,5286,0,0,4682,15985,10625,13339,0,14995,3143,30903,1540,1120
Královehradecký kraj,2018,M,3592,9296,5245,1553,1140,1603,6145,15848,0,4259,13790,7325,5231,1549,4037,8965,57122,1500,1260
Královehradecký kraj,2018,Z,2319,2611,2007,3097,4312,3292,4899,1305,0,3890,16666,8059,14264,525,17662,3602,29189,1179,0
Královehradecký kraj,2019,M,3647,10621,5093,3013,927,2344,6052,13233,0,4831,13390,10254,4541,1655,4982,5451,56440,3273,837
Královehradecký kraj,2019,Z,2923,3182,1652,3956,2827,2261,5228,1467,0,4689,16153,7765,13595,0,20028,2773,31162,0,0
Královehradecký kraj,2020,M,2782,10507,4811,2910,1185,2100,5580,16598,0,3975,14885,10235,3697,786,5738,6073,53574,2196,522
Královehradecký kraj,2020,Z,3721,3446,787,1925,2486,3925,6757,1868,0,5171,15202,7520,12982,888,18261,2535,26984,0,814
Královehradecký kraj,2021,M,2977,8804,4509,2960,706,3820,4257,15451,0,4160,15365,8308,4370,1080,5900,7481,56696,2269,879
Královehradecký kraj,2021,Z,2726,3133,1871,1761,3342,5358,5225,1397,0,3453,16376,8281,15005,0,14678,2864,26402,579,825
Královehradecký kraj,2022,M,2764,7617,4894,2270,1443,1984,5263,16446,0,4060,14382,7835,3976,2091,5272,5597,55545,2273,1217
Královehradecký kraj,2022,Z,2140,2633,1091,2451,3838,4593,5792,2293,0,3381,15628,8633,15385,0,15133,1783,27559,1034,697
Královehradecký kraj,2023,M,3253,11739,4949,1681,1543,3019,3779,13944,0,2254,17010,8697,4465,1284,4332,7027,50987,1998,1278
Královehradecký kraj,2023,Z,2458,4457,849,1923,3082,2404,3904,1754,0,5284,13499,6935,13607,0,17160,4531,25396,1127,0
Královehradecký kraj,2024,M,2320,9192,5448,2185,1105,2500,6078,10731,0,4463,15123,8600,5970,2155,5499,7101,52944,2630,743
Královehradecký kraj,2024,Z,1465,4193,1350,1692,2413,3655,5882,0,0,5170,16734,8255,13736,950,20414,2132,23114,842,0
Liberecký kraj,1993,M,1691,9847,1350,0,1227,0,1933,17847,3293,3860,10888,8342,3540,2339,1576,7477,37991,1884,0
Liberecký kraj,1993,Z,736,3341,1890,908,3416,1538,1043,1560,855,4299,13242,3628,10142,0,7443,3358,35550,0,0
Liberecký kraj,1994,M,1562,8787,1087,536,1176,911,2505,20229,2348,3422,11235,9705,2203,1860,1466,7133,38847,1459,0
Liberecký kraj,1994,Z,1047,3531,1693,1196,2479,1571,1964,2236,1301,3184,13521,4431,9610,653,8444,2682,32646,562,0
Liberecký kraj,1995,M,2074,9278,1399,766,1378,1392,3014,20222,2581,3494,12053,8287,3215,2039,1598,6362,38583,1223,0
Liberecký kraj,1995,Z,1491,3481,1471,1024,3282,1702,2466,1458,915,4986,13758,3709,9832,0,8591,2580,30776,0,0
Liberecký kraj,1996,M,1974,9250,1876,1128,1110,719,2718,21267,3187,4404,10514,6745,2683,2453,1344,4275,38664,1894,827
Liberecký kraj,1996,Z,1257,3224,1184,1139,3053,1335,1745,1408,1186,4687,14112,4107,11129,613,6718,2493,32868,0,0
Liberecký kraj,1997,M,1894,9627,1859,1038,1079,1326,2000,23571,3055,2479,10212,8076,2453,2190,1395,4677,38424,1212,0
Liberecký kraj,1997,Z,1147,3120,1260,870,2446,1884,2280,1402,0,3830,13511,4640,9793,716,8287,1979,30389,0,0
Liberecký kraj,1998,M,1935,8887,1110,1197,2061,1175,1963,19283,2295,2534,10926,7164,2567,2667,1111,5842,41680,1032,0
Liberecký kraj,1998,Z,1184,2311,1144,645,3132,1669,2405,1327,0,3553,11138,3987,7859,544,7098,1729,32382,585,0
Liberecký kraj,1999,M,2193,8873,1407,1394,1970,885,2119,18076,1676,3033,10007,6526,2302,1974,1668,4837,41887,1541,0
Liberecký kraj,1999,Z,1275,1804,1243,1148,3931,1193,2511,1180,544,3866,11606,3469,7655,506,5558,2287,38199,0,0
Liberecký kraj,2000,M,1853,7261,1250,1479,4318,1003,2076,20286,2170,2659,8685,6438,2229,2028,2556,3701,40122,1408,0
Liberecký kraj,2000,Z,1153,3329,1707,655,3059,2200,2130,2347,516,4391,10761,3697,9111,0,7718,2126,34260,0,0
Liberecký kraj,2001,M,1397,9335,1041,1136,3425,1189,1546,18120,2333,2566,7417,5634,2598,2102,1972,5210,44071,1158,0
Liberecký kraj,2001,Z,1239,3037,1503,762,4091,2293,1624,2695,1337,2701,11057,5237,11028,0,7923,2031,29882,762,0
Liberecký kraj,2002,M,2036,9781,1590,1455,2273,1266,2222,15937,1927,3581,9756,6832,2158,1312,2133,4136,46231,1101,570
Liberecký kraj,2002,Z,1380,2883,1310,1128,2778,1761,1872,1733,1065,3275,13121,5283,9084,0,9475,1477,30300,0,0
Liberecký kraj,2003,M,2304,7886,1568,653,2078,1634,2725,16685,1554,3863,10092,6999,3037,1467,2858,4979,42823,1115,0
Liberecký kraj,2003,Z,1438,2424,1801,955,3125,1877,1959,1285,683,3073,11660,4224,10170,0,8291,1732,31316,0,0
Liberecký kraj,2004,M,2063,8426,1495,990,1833,1319,1808,18611,1491,4536,8714,5954,2783,1073,2322,4971,44101,1530,0
Liberecký kraj,2004,Z,1072,1832,1494,1553,2700,1507,1752,2193,0,3777,11497,4346,8133,0,9394,1559,35601,0,0
Liberecký kraj,2005,M,1728,7989,1754,744,1187,1622,2339,19675,954,4228,10176,5846,2206,1276,2379,3008,46512,1674,0
Liberecký kraj,2005,Z,899,1767,892,1051,2382,1395,1495,1822,0,3022,9281,4578,10331,0,9438,776,35315,0,0
Liberecký kraj,2006,M,2213,8254,1227,1359,862,1517,3367,16006,1300,2774,7238,6652,2082,1457,2067,3483,50223,1703,510
Liberecký kraj,2006,Z,1107,2221,1206,1012,1857,2063,2202,615,0,3207,11158,4585,9681,0,7405,1024,33480,0,0
Liberecký kraj,2007,M,2238,8393,1698,1927,978,0,3069,15337,1267,2615,8314,5854,3271,2167,1536,3808,48013,2503,1337
Liberecký kraj,2007,Z,1149,2315,1051,1541,2041,1074,1972,1167,0,2973,12270,4874,8400,641,8129,1071,32417,0,732
Liberecký kraj,2008,M,1926,9535,1714,1627,980,1263,2458,17817,1525,3048,8206,5581,2414,1537,1546,3701,47728,2075,988
Liberecký kraj,2008,Z,2041,1933,0,1847,1395,2104,1498,1176,0,2983,12629,4623,7166,0,10627,1279,30721,0,598
Liberecký kraj,2009,M,1721,9537,1036,1654,1430,1436,1885,19675,1436,3227,10496,5064,2037,2369,1603,2863,43471,1864,757
Liberecký kraj,2009,Z,2102,2423,0,2420,2056,2522,2118,1249,0,4505,13098,4092,8133,0,11102,848,24845,0,958
Liberecký kraj,2010,M,1974,8099,2108,2323,1466,720,2419,20966,971,3245,9164,7168,3422,1745,2995,2992,43297,2094,867
Liberecký kraj,2010,Z,1196,1881,584,1735,1638,1912,2604,1203,0,3966,12391,6136,9721,0,10646,1089,24515,690,0
Liberecký kraj,2011,M,1402,8017,2507,1469,787,624,3235,16612,1236,4044,8421,6477,2049,1390,2586,3680,47848,1840,724
Liberecký kraj,2011,Z,1904,1869,853,1476,1165,2154,3644,989,516,3818,13327,5554,8541,0,8492,546,26568,514,0
Liberecký kraj,2012,M,2372,8248,2473,1297,949,1846,4241,15878,676,3183,8910,4812,2246,0,2153,3264,45853,1612,0
Liberecký kraj,2012,Z,1637,2484,640,1179,1847,2937,3634,1107,0,5059,14150,6047,8096,0,7447,1300,23753,0,0
Liberecký kraj,2013,M,2530,8410,2107,1423,772,1214,3282,15298,1269,2355,7422,6404,3351,0,3327,2103,47604,1251,796
Liberecký kraj,2013,Z,1604,3105,831,1631,2679,3308,3801,853,0,3254,11117,4030,10977,0,8941,635,26273,0,743
Liberecký kraj,2014,M,2507,8214,2384,1998,724,1027,4123,13922,1485,2908,9615,7232,2879,544,3354,2285,49184,1236,546
Liberecký kraj,2014,Z,1658,2330,1277,1483,1957,2832,2806,1075,0,4445,12087,3792,8501,0,10840,0,27778,0,554
Liberecký kraj,2015,M,2397,6850,2210,1438,610,1108,3731,13051,1302,3301,11904,6881,3237,553,3014,2148,50834,2173,664
Liberecký kraj,2015,Z,1638,2059,1361,1886,2495,2397,3115,658,0,3307,12030,4423,10671,0,10835,1036,27898,0,691
Liberecký kraj,2016,M,2452,9163,2937,1923,1132,1636,3816,12138,1055,2060,10437,6288,2762,1425,2755,3493,49815,1226,907
Liberecký kraj,2016,Z,2232,1810,873,2706,2878,2050,2912,525,0,4651,11651,4427,10850,0,12833,598,28412,515,829
Liberecký kraj,2017,M,2222,10524,4474,1219,1122,1656,2820,13028,716,2451,8520,6276,3237,828,2785,3540,51215,922,1161
Liberecký kraj,2017,Z,2746,1697,966,1769,2316,1491,3310,1144,0,3166,10853,5951,11107,0,9743,0,29401,620,1047
Liberecký kraj,2018,M,1119,9351,2067,1724,2898,894,3468,14387,731,3754,7948,7980,1937,1049,2214,2904,51250,2350,1004
Liberecký kraj,2018,Z,2124,1030,0,1159,2715,2003,5698,1818,0,3642,10913,6030,9662,0,11051,724,30502,0,529
Liberecký kraj,2019,M,1120,7655,2480,1707,820,1498,2996,16733,505,1075,8005,8123,2464,1036,3100,3522,52482,2493,784
Liberecký kraj,2019,Z,1163,1496,0,1430,2613,2131,3663,1251,0,3613,10919,6884,10707,0,9832,1076,32115,0,530
Liberecký kraj,2020,M,2321,7398,2760,2777,892,1307,5726,16565,1262,2707,7361,6108,4048,1246,3281,3281,46661,2687,0
Liberecký kraj,2020,Z,2015,1373,0,1582,2539,2149,3803,821,0,3152,12095,6407,9230,0,11452,1044,30103,1254,0
Liberecký kraj,2021,M,2432,7378,2587,2463,1604,660,4112,15067,1576,3163,6089,5107,4326,569,2427,2393,48304,2910,624
Liberecký kraj,2021,Z,2283,1407,1281,1173,2349,1126,4161,1184,0,2750,11101,7780,10924,0,11381,572,30439,1223,0
Liberecký kraj,2022,M,2237,10502,2093,1964,825,1377,4182,13264,1038,3458,6657,6676,2963,0,4332,2179,49611,2893,0
Liberecký kraj,2022,Z,1107,2660,1089,1358,2243,549,3925,531,0,4037,11232,7434,12220,0,12064,597,26556,509,625
Liberecký kraj,2023,M,2015,8852,2193,2147,893,1612,3422,13813,0,2647,5986,7502,3184,770,3280,2309,48767,2232,1018
Liberecký kraj,2023,Z,1723,2436,939,1401,3323,1074,4738,1040,0,4089,11556,5734,11058,0,12270,793,23189,817,555
Liberecký kraj,2024,M,2381,6709,2680,2136,985,1867,3901,14765,1215,2403,7349,6611,2064,1176,4565,1642,46422,2642,1506
Liberecký kraj,2024,Z,1764,1768,792,1928,3873,1064,4520,1319,0,4554,12742,7552,9073,0,10849,672,27001,0,0
Moravskoslezský kraj,1993,M,4501,24380,3249,3791,4664,1604,4057,39244,45782,5397,18821,21206,5260,8247,4839,16035,112231,3322,1207
Moravskoslezský kraj,1993,Z,3432,15411,6393,3122,7583,3419,4619,7713,6734,9415,37385,8043,26190,1808,25012,9765,66803,3123,934
Moravskoslezský kraj,1994,M,5272,21260,3672,2242,6386,1637,7378,40546,31812,5368,23420,21970,8384,6725,5294,13511,115793,3433,1143
Moravskoslezský kraj,1994,Z,3682,12714,4859,2406,9686,6386,5371,6964,2994,8728,45301,8314,30520,3350,26856,7583,64805,1995,1827
Moravskoslezský kraj,1995,M,5506,26152,3646,1978,4048,1413,7027,43036,37201,6134,22749,19359,9401,6778,5302,14010,111622,4518,1131
