Kraj,Převažující činnost,Rok,Mzda_Kc
Plzeňský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,27143
Plzeňský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2006,17416
Plzeňský kraj, Stavebnictví,2006,16761
Plzeňský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2006,15323
Plzeňský kraj, Doprava a skladování,2006,17527
Plzeňský kraj," Ubytování, stravování a pohostinství",2006,9388
Plzeňský kraj, Informační a komunikační činnosti,2006,33338
Plzeňský kraj, Peněžnictví a pojišťovnictví,2006,29299
Plzeňský kraj, Činnosti v oblasti nemovitostí,2006,15232
Plzeňský kraj," Profesní, vědecké a technické činnosti",2006,19502
Plzeňský kraj, Administrativní a podpůrné činnosti,2006,12692
Plzeňský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2006,22498
Plzeňský kraj, Vzdělávání,2006,18124
Plzeňský kraj, Zdravotní a sociální péče,2006,19243
Plzeňský kraj," Kulturní, zábavní a rekreační činnosti",2006,16104
Plzeňský kraj, Ostatní činnosti,2006,12659
Praha," Zemědělství, lesnictví, rybářství",2006,14481
Praha, Těžba a dobývání,2006,16778
Praha, Zpracovatelský průmysl,2006,23621
Praha," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,38808
Praha," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2006,22682
Praha, Stavebnictví,2006,22709
Praha, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2006,24109
Praha, Doprava a skladování,2006,24843
Praha," Ubytování, stravování a pohostinství",2006,13867
Praha, Informační a komunikační činnosti,2006,42506
Praha, Peněžnictví a pojišťovnictví,2006,46784
Praha, Činnosti v oblasti nemovitostí,2006,20381
Praha," Profesní, vědecké a technické činnosti",2006,28406
Praha, Administrativní a podpůrné činnosti,2006,15134
Praha, Veřejná správa a obrana; povinné sociální zabezpečení,2006,26643
Praha, Vzdělávání,2006,19687
Praha, Zdravotní a sociální péče,2006,20956
Praha," Kulturní, zábavní a rekreační činnosti",2006,18096
Praha, Ostatní činnosti,2006,17627
Středočeský kraj," Zemědělství, lesnictví, rybářství",2006,14951
Středočeský kraj, Těžba a dobývání,2006,19340
Středočeský kraj, Zpracovatelský průmysl,2006,20590
Středočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,25636
Středočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2006,18040
Středočeský kraj, Stavebnictví,2006,16072
Středočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2006,17895
Středočeský kraj, Doprava a skladování,2006,18527
Středočeský kraj," Ubytování, stravování a pohostinství",2006,9736
Středočeský kraj, Informační a komunikační činnosti,2006,23087
Středočeský kraj, Peněžnictví a pojišťovnictví,2006,27808
Středočeský kraj, Činnosti v oblasti nemovitostí,2006,13495
Středočeský kraj," Profesní, vědecké a technické činnosti",2006,20088
Středočeský kraj, Administrativní a podpůrné činnosti,2006,11174
Středočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2006,21907
Středočeský kraj, Vzdělávání,2006,17177
Středočeský kraj, Zdravotní a sociální péče,2006,17182
Středočeský kraj," Kulturní, zábavní a rekreační činnosti",2006,14134
Středočeský kraj, Ostatní činnosti,2006,12475
Ústecký kraj," Zemědělství, lesnictví, rybářství",2006,14032
Ústecký kraj, Těžba a dobývání,2006,22458
Ústecký kraj, Zpracovatelský průmysl,2006,18178
Ústecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,29005
Ústecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2006,17995
Ústecký kraj, Stavebnictví,2006,16090
Ústecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2006,14107
Ústecký kraj, Doprava a skladování,2006,17556
Ústecký kraj," Ubytování, stravování a pohostinství",2006,8974
Ústecký kraj, Informační a komunikační činnosti,2006,27150
Ústecký kraj, Peněžnictví a pojišťovnictví,2006,27302
Ústecký kraj, Činnosti v oblasti nemovitostí,2006,14486
Ústecký kraj," Profesní, vědecké a technické činnosti",2006,17689
Ústecký kraj, Administrativní a podpůrné činnosti,2006,10716
Ústecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2006,21548
Ústecký kraj, Vzdělávání,2006,17877
Ústecký kraj, Zdravotní a sociální péče,2006,16666
Ústecký kraj," Kulturní, zábavní a rekreační činnosti",2006,14370
Ústecký kraj, Ostatní činnosti,2006,12049
Vysočina," Zemědělství, lesnictví, rybářství",2006,14250
Vysočina, Těžba a dobývání,2006,20644
Vysočina, Zpracovatelský průmysl,2006,17898
Vysočina," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,34747
Vysočina," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2006,17078
Vysočina, Stavebnictví,2006,16090
Vysočina, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2006,14373
Vysočina, Doprava a skladování,2006,16796
Vysočina," Ubytování, stravování a pohostinství",2006,9409
Vysočina, Informační a komunikační činnosti,2006,25165
Vysočina, Peněžnictví a pojišťovnictví,2006,26139
Vysočina, Činnosti v oblasti nemovitostí,2006,14497
Vysočina," Profesní, vědecké a technické činnosti",2006,18422
Vysočina, Administrativní a podpůrné činnosti,2006,9979
Vysočina, Veřejná správa a obrana; povinné sociální zabezpečení,2006,20751
Vysočina, Vzdělávání,2006,17264
Vysočina, Zdravotní a sociální péče,2006,17283
Vysočina," Kulturní, zábavní a rekreační činnosti",2006,14191
Vysočina, Ostatní činnosti,2006,13650
Zlínský kraj," Zemědělství, lesnictví, rybářství",2006,15189
Zlínský kraj, Těžba a dobývání,2006,22015
Zlínský kraj, Zpracovatelský průmysl,2006,17587
Zlínský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,18765
Zlínský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2006,16575
Zlínský kraj, Stavebnictví,2006,16143
Zlínský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2006,15119
Zlínský kraj, Doprava a skladování,2006,15677
Zlínský kraj," Ubytování, stravování a pohostinství",2006,9129
Zlínský kraj, Informační a komunikační činnosti,2006,23951
Zlínský kraj, Peněžnictví a pojišťovnictví,2006,27012
Zlínský kraj, Činnosti v oblasti nemovitostí,2006,14044
Zlínský kraj," Profesní, vědecké a technické činnosti",2006,21508
Zlínský kraj, Administrativní a podpůrné činnosti,2006,11269
Zlínský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2006,19593
Zlínský kraj, Vzdělávání,2006,17701
Zlínský kraj, Zdravotní a sociální péče,2006,16231
Zlínský kraj," Kulturní, zábavní a rekreační činnosti",2006,14535
Zlínský kraj, Ostatní činnosti,2006,11805
Jihočeský kraj," Zemědělství, lesnictví, rybářství",2007,15904
Jihočeský kraj, Těžba a dobývání,2007,21371
Jihočeský kraj, Zpracovatelský průmysl,2007,18579
Jihočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,32274
Jihočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2007,18715
Jihočeský kraj, Stavebnictví,2007,18061
Jihočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2007,16454
Jihočeský kraj, Doprava a skladování,2007,17188
Jihočeský kraj," Ubytování, stravování a pohostinství",2007,10058
Jihočeský kraj, Informační a komunikační činnosti,2007,28531
Jihočeský kraj, Peněžnictví a pojišťovnictví,2007,28522
Jihočeský kraj, Činnosti v oblasti nemovitostí,2007,14702
Jihočeský kraj," Profesní, vědecké a technické činnosti",2007,20519
Jihočeský kraj, Administrativní a podpůrné činnosti,2007,11486
Jihočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2007,23120
Jihočeský kraj, Vzdělávání,2007,18562
Jihočeský kraj, Zdravotní a sociální péče,2007,18469
Jihočeský kraj," Kulturní, zábavní a rekreační činnosti",2007,17225
Jihočeský kraj, Ostatní činnosti,2007,14112
Jihomoravský kraj," Zemědělství, lesnictví, rybářství",2007,14655
Jihomoravský kraj, Těžba a dobývání,2007,26020
Jihomoravský kraj, Zpracovatelský průmysl,2007,19027
Jihomoravský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,24764
Jihomoravský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2007,19825
Jihomoravský kraj, Stavebnictví,2007,19071
Jihomoravský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2007,18034
Jihomoravský kraj, Doprava a skladování,2007,18074
Jihomoravský kraj," Ubytování, stravování a pohostinství",2007,10661
Jihomoravský kraj, Informační a komunikační činnosti,2007,32833
Jihomoravský kraj, Peněžnictví a pojišťovnictví,2007,29653
Jihomoravský kraj, Činnosti v oblasti nemovitostí,2007,16020
Jihomoravský kraj," Profesní, vědecké a technické činnosti",2007,23394
Jihomoravský kraj, Administrativní a podpůrné činnosti,2007,13072
Jihomoravský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2007,23763
Jihomoravský kraj, Vzdělávání,2007,20023
Jihomoravský kraj, Zdravotní a sociální péče,2007,19477
Jihomoravský kraj," Kulturní, zábavní a rekreační činnosti",2007,15469
Jihomoravský kraj, Ostatní činnosti,2007,16494
Karlovarský kraj," Zemědělství, lesnictví, rybářství",2007,16405
Karlovarský kraj, Těžba a dobývání,2007,26271
Karlovarský kraj, Zpracovatelský průmysl,2007,16781
Karlovarský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,23251
Karlovarský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2007,18445
Karlovarský kraj, Stavebnictví,2007,16882
Karlovarský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2007,14916
Karlovarský kraj, Doprava a skladování,2007,17687
Karlovarský kraj," Ubytování, stravování a pohostinství",2007,12925
Karlovarský kraj, Informační a komunikační činnosti,2007,23976
Karlovarský kraj, Peněžnictví a pojišťovnictví,2007,29047
Karlovarský kraj, Činnosti v oblasti nemovitostí,2007,14880
Karlovarský kraj," Profesní, vědecké a technické činnosti",2007,18534
Karlovarský kraj, Administrativní a podpůrné činnosti,2007,12193
Karlovarský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2007,22895
Karlovarský kraj, Vzdělávání,2007,18192
Karlovarský kraj, Zdravotní a sociální péče,2007,17732
Karlovarský kraj," Kulturní, zábavní a rekreační činnosti",2007,16605
Karlovarský kraj, Ostatní činnosti,2007,12846
Královéhradecký kraj," Zemědělství, lesnictví, rybářství",2007,16192
Královéhradecký kraj, Těžba a dobývání,2007,24186
Královéhradecký kraj, Zpracovatelský průmysl,2007,18516
Královéhradecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,30460
Královéhradecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2007,19389
Královéhradecký kraj, Stavebnictví,2007,18261
Královéhradecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2007,15900
Královéhradecký kraj, Doprava a skladování,2007,17242
Královéhradecký kraj," Ubytování, stravování a pohostinství",2007,10376
Královéhradecký kraj, Informační a komunikační činnosti,2007,25969
Královéhradecký kraj, Peněžnictví a pojišťovnictví,2007,25816
Královéhradecký kraj, Činnosti v oblasti nemovitostí,2007,15399
Královéhradecký kraj," Profesní, vědecké a technické činnosti",2007,19847
Královéhradecký kraj, Administrativní a podpůrné činnosti,2007,13411
Královéhradecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2007,22698
Královéhradecký kraj, Vzdělávání,2007,18314
Královéhradecký kraj, Zdravotní a sociální péče,2007,18528
Královéhradecký kraj," Kulturní, zábavní a rekreační činnosti",2007,15624
Královéhradecký kraj, Ostatní činnosti,2007,14140
Liberecký kraj," Zemědělství, lesnictví, rybářství",2007,15551
Liberecký kraj, Těžba a dobývání,2007,24316
Liberecký kraj, Zpracovatelský průmysl,2007,19402
Liberecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,21146
Liberecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2007,18037
Liberecký kraj, Stavebnictví,2007,18170
Liberecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2007,15772
Liberecký kraj, Doprava a skladování,2007,17831
Liberecký kraj," Ubytování, stravování a pohostinství",2007,10267
Liberecký kraj, Informační a komunikační činnosti,2007,24932
Liberecký kraj, Peněžnictví a pojišťovnictví,2007,28581
Liberecký kraj, Činnosti v oblasti nemovitostí,2007,15323
Liberecký kraj," Profesní, vědecké a technické činnosti",2007,21314
Liberecký kraj, Administrativní a podpůrné činnosti,2007,11860
Liberecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2007,21526
Liberecký kraj, Vzdělávání,2007,18442
Liberecký kraj, Zdravotní a sociální péče,2007,17804
Liberecký kraj," Kulturní, zábavní a rekreační činnosti",2007,15615
Liberecký kraj, Ostatní činnosti,2007,13408
Moravskoslezský kraj," Zemědělství, lesnictví, rybářství",2007,15502
Moravskoslezský kraj, Těžba a dobývání,2007,27977
Moravskoslezský kraj, Zpracovatelský průmysl,2007,20099
Moravskoslezský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,27776
Moravskoslezský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2007,19122
Moravskoslezský kraj, Stavebnictví,2007,17633
Moravskoslezský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2007,15945
Moravskoslezský kraj, Doprava a skladování,2007,18585
Moravskoslezský kraj," Ubytování, stravování a pohostinství",2007,9506
Moravskoslezský kraj, Informační a komunikační činnosti,2007,31732
Moravskoslezský kraj, Peněžnictví a pojišťovnictví,2007,27725
Moravskoslezský kraj, Činnosti v oblasti nemovitostí,2007,16487
Moravskoslezský kraj," Profesní, vědecké a technické činnosti",2007,21497
Moravskoslezský kraj, Administrativní a podpůrné činnosti,2007,11720
Moravskoslezský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2007,23701
Moravskoslezský kraj, Vzdělávání,2007,19427
Moravskoslezský kraj, Zdravotní a sociální péče,2007,18684
Moravskoslezský kraj," Kulturní, zábavní a rekreační činnosti",2007,15219
Moravskoslezský kraj, Ostatní činnosti,2007,13554
Olomouckáý kraj," Zemědělství, lesnictví, rybářství",2007,15646
Olomouckáý kraj, Těžba a dobývání,2007,23208
Olomouckáý kraj, Zpracovatelský průmysl,2007,18194
Olomouckáý kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,21318
Olomouckáý kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2007,18557
