Kraj,Rok,Odvetvi,Pocet_zamestnancu
Liberecký kraj,1993,"Ubytování, stravování a pohostinství",8159
Liberecký kraj,1993,Velkoobchod a maloob.; opr. mot. vozidel,24130
Liberecký kraj,1993,Veřejná správa a obrana; pov. soc. zabezp.,11970
Liberecký kraj,1993,Vzdělávání,13682
Liberecký kraj,1993,"Výroba a rozvod elektřiny, plynu, tepla",2339
Liberecký kraj,1993,Zdravotní a sociální péče,9019
Liberecký kraj,1993,"Zemědělství, lesnictví a rybářství",10835
Liberecký kraj,1993,Zpracovatelský průmysl,73541
Liberecký kraj,1993,Zásob. vodou; činnosti souvis. s odpady,1884
Liberecký kraj,1993,Činnosti v oblasti nemovitostí,0
Liberecký kraj,1994,Administrativní a podpůrné činnosti,2609
Liberecký kraj,1994,Doprava a skladování,12318
Liberecký kraj,1994,Informační a komunikační činnosti,2780
Liberecký kraj,1994,"Kulturní, zábavní a rekreační činnosti",1732
Liberecký kraj,1994,Ostatní činnosti,3655
Liberecký kraj,1994,Peněžnictví a pojišťovnictví,2482
Liberecký kraj,1994,"Profesní, vědecké a technické činnosti",4469
Liberecký kraj,1994,Stavebnictví,22465
Liberecký kraj,1994,Těžba a dobývání,3649
Liberecký kraj,1994,"Ubytování, stravování a pohostinství",6606
Liberecký kraj,1994,Velkoobchod a maloob.; opr. mot. vozidel,24756
Liberecký kraj,1994,Veřejná správa a obrana; pov. soc. zabezp.,14136
Liberecký kraj,1994,Vzdělávání,11813
Liberecký kraj,1994,"Výroba a rozvod elektřiny, plynu, tepla",2513
Liberecký kraj,1994,Zdravotní a sociální péče,9910
Liberecký kraj,1994,"Zemědělství, lesnictví a rybářství",9815
Liberecký kraj,1994,Zpracovatelský průmysl,71493
Liberecký kraj,1994,Zásob. vodou; činnosti souvis. s odpady,2021
Liberecký kraj,1994,Činnosti v oblasti nemovitostí,0
Liberecký kraj,1995,Administrativní a podpůrné činnosti,3565
Liberecký kraj,1995,Doprava a skladování,12759
Liberecký kraj,1995,Informační a komunikační činnosti,2870
Liberecký kraj,1995,"Kulturní, zábavní a rekreační činnosti",1790
Liberecký kraj,1995,Ostatní činnosti,4660
Liberecký kraj,1995,Peněžnictví a pojišťovnictví,3094
Liberecký kraj,1995,"Profesní, vědecké a technické činnosti",5480
Liberecký kraj,1995,Stavebnictví,21680
Liberecký kraj,1995,Těžba a dobývání,3496
Liberecký kraj,1995,"Ubytování, stravování a pohostinství",8480
Liberecký kraj,1995,Velkoobchod a maloob.; opr. mot. vozidel,25811
Liberecký kraj,1995,Veřejná správa a obrana; pov. soc. zabezp.,11996
Liberecký kraj,1995,Vzdělávání,13047
Liberecký kraj,1995,"Výroba a rozvod elektřiny, plynu, tepla",2039
Liberecký kraj,1995,Zdravotní a sociální péče,10189
Liberecký kraj,1995,"Zemědělství, lesnictví a rybářství",8942
Liberecký kraj,1995,Zpracovatelský průmysl,69359
Liberecký kraj,1995,Zásob. vodou; činnosti souvis. s odpady,1223
Liberecký kraj,1995,Činnosti v oblasti nemovitostí,0
Liberecký kraj,1996,Administrativní a podpůrné činnosti,3231
Liberecký kraj,1996,Doprava a skladování,12474
Liberecký kraj,1996,Informační a komunikační činnosti,3060
Liberecký kraj,1996,"Kulturní, zábavní a rekreační činnosti",2267
Liberecký kraj,1996,Ostatní činnosti,4163
Liberecký kraj,1996,Peněžnictví a pojišťovnictví,2054
Liberecký kraj,1996,"Profesní, vědecké a technické činnosti",4463
Liberecký kraj,1996,Stavebnictví,22675
Liberecký kraj,1996,Těžba a dobývání,4373
Liberecký kraj,1996,"Ubytování, stravování a pohostinství",9091
Liberecký kraj,1996,Velkoobchod a maloob.; opr. mot. vozidel,24626
Liberecký kraj,1996,Veřejná správa a obrana; pov. soc. zabezp.,10852
Liberecký kraj,1996,Vzdělávání,13812
Liberecký kraj,1996,"Výroba a rozvod elektřiny, plynu, tepla",3066
Liberecký kraj,1996,Zdravotní a sociální péče,8062
Liberecký kraj,1996,"Zemědělství, lesnictví a rybářství",6768
Liberecký kraj,1996,Zpracovatelský průmysl,71532
Liberecký kraj,1996,Zásob. vodou; činnosti souvis. s odpady,1894
Liberecký kraj,1996,Činnosti v oblasti nemovitostí,827
Liberecký kraj,1997,Administrativní a podpůrné činnosti,3041
Liberecký kraj,1997,Doprava a skladování,12747
Liberecký kraj,1997,Informační a komunikační činnosti,3119
Liberecký kraj,1997,"Kulturní, zábavní a rekreační činnosti",1908
Liberecký kraj,1997,Ostatní činnosti,3525
Liberecký kraj,1997,Peněžnictví a pojišťovnictví,3210
Liberecký kraj,1997,"Profesní, vědecké a technické činnosti",4280
Liberecký kraj,1997,Stavebnictví,24973
Liberecký kraj,1997,Těžba a dobývání,3055
Liberecký kraj,1997,"Ubytování, stravování a pohostinství",6309
Liberecký kraj,1997,Velkoobchod a maloob.; opr. mot. vozidel,23723
Liberecký kraj,1997,Veřejná správa a obrana; pov. soc. zabezp.,12716
Liberecký kraj,1997,Vzdělávání,12246
Liberecký kraj,1997,"Výroba a rozvod elektřiny, plynu, tepla",2906
Liberecký kraj,1997,Zdravotní a sociální péče,9682
Liberecký kraj,1997,"Zemědělství, lesnictví a rybářství",6656
Liberecký kraj,1997,Zpracovatelský průmysl,68813
Liberecký kraj,1997,Zásob. vodou; činnosti souvis. s odpady,1212
Liberecký kraj,1997,Činnosti v oblasti nemovitostí,0
Liberecký kraj,1998,Administrativní a podpůrné činnosti,3119
Liberecký kraj,1998,Doprava a skladování,11198
Liberecký kraj,1998,Informační a komunikační činnosti,2254
Liberecký kraj,1998,"Kulturní, zábavní a rekreační činnosti",1842
Liberecký kraj,1998,Ostatní činnosti,5193
Liberecký kraj,1998,Peněžnictví a pojišťovnictví,2844
Liberecký kraj,1998,"Profesní, vědecké a technické činnosti",4368
Liberecký kraj,1998,Stavebnictví,20610
Liberecký kraj,1998,Těžba a dobývání,2295
Liberecký kraj,1998,"Ubytování, stravování a pohostinství",6087
Liberecký kraj,1998,Velkoobchod a maloob.; opr. mot. vozidel,22064
Liberecký kraj,1998,Veřejná správa a obrana; pov. soc. zabezp.,11151
Liberecký kraj,1998,Vzdělávání,10426
Liberecký kraj,1998,"Výroba a rozvod elektřiny, plynu, tepla",3211
Liberecký kraj,1998,Zdravotní a sociální péče,8209
Liberecký kraj,1998,"Zemědělství, lesnictví a rybářství",7571
Liberecký kraj,1998,Zpracovatelský průmysl,74062
Liberecký kraj,1998,Zásob. vodou; činnosti souvis. s odpady,1617
Liberecký kraj,1998,Činnosti v oblasti nemovitostí,0
Liberecký kraj,1999,Administrativní a podpůrné činnosti,3468
Liberecký kraj,1999,Doprava a skladování,10677
Liberecký kraj,1999,Informační a komunikační činnosti,2650
Liberecký kraj,1999,"Kulturní, zábavní a rekreační činnosti",2542
Liberecký kraj,1999,Ostatní činnosti,5901
Liberecký kraj,1999,Peněžnictví a pojišťovnictví,2078
Liberecký kraj,1999,"Profesní, vědecké a technické činnosti",4630
Liberecký kraj,1999,Stavebnictví,19256
Liberecký kraj,1999,Těžba a dobývání,2220
Liberecký kraj,1999,"Ubytování, stravování a pohostinství",6899
Liberecký kraj,1999,Velkoobchod a maloob.; opr. mot. vozidel,21613
Liberecký kraj,1999,Veřejná správa a obrana; pov. soc. zabezp.,9995
Liberecký kraj,1999,Vzdělávání,9957
Liberecký kraj,1999,"Výroba a rozvod elektřiny, plynu, tepla",2480
Liberecký kraj,1999,Zdravotní a sociální péče,7226
Liberecký kraj,1999,"Zemědělství, lesnictví a rybářství",7124
Liberecký kraj,1999,Zpracovatelský průmysl,80086
Liberecký kraj,1999,Zásob. vodou; činnosti souvis. s odpady,1541
Liberecký kraj,1999,Činnosti v oblasti nemovitostí,0
Liberecký kraj,2000,Administrativní a podpůrné činnosti,3006
Liberecký kraj,2000,Doprava a skladování,10590
Liberecký kraj,2000,Informační a komunikační činnosti,2957
Liberecký kraj,2000,"Kulturní, zábavní a rekreační činnosti",2134
Liberecký kraj,2000,Ostatní činnosti,7377
Liberecký kraj,2000,Peněžnictví a pojišťovnictví,3203
Liberecký kraj,2000,"Profesní, vědecké a technické činnosti",4206
Liberecký kraj,2000,Stavebnictví,22633
Liberecký kraj,2000,Těžba a dobývání,2686
Liberecký kraj,2000,"Ubytování, stravování a pohostinství",7050
Liberecký kraj,2000,Velkoobchod a maloob.; opr. mot. vozidel,19446
Liberecký kraj,2000,Veřejná správa a obrana; pov. soc. zabezp.,10135
Liberecký kraj,2000,Vzdělávání,11340
Liberecký kraj,2000,"Výroba a rozvod elektřiny, plynu, tepla",2028
Liberecký kraj,2000,Zdravotní a sociální péče,10274
Liberecký kraj,2000,"Zemědělství, lesnictví a rybářství",5827
Liberecký kraj,2000,Zpracovatelský průmysl,74382
Liberecký kraj,2000,Zásob. vodou; činnosti souvis. s odpady,1408
Liberecký kraj,2000,Činnosti v oblasti nemovitostí,0
Liberecký kraj,2001,Administrativní a podpůrné činnosti,2636
Liberecký kraj,2001,Doprava a skladování,12372
Liberecký kraj,2001,Informační a komunikační činnosti,2544
Liberecký kraj,2001,"Kulturní, zábavní a rekreační činnosti",1898
Liberecký kraj,2001,Ostatní činnosti,7516
Liberecký kraj,2001,Peněžnictví a pojišťovnictví,3482
Liberecký kraj,2001,"Profesní, vědecké a technické činnosti",3170
Liberecký kraj,2001,Stavebnictví,20815
Liberecký kraj,2001,Těžba a dobývání,3670
Liberecký kraj,2001,"Ubytování, stravování a pohostinství",5267
Liberecký kraj,2001,Velkoobchod a maloob.; opr. mot. vozidel,18474
Liberecký kraj,2001,Veřejná správa a obrana; pov. soc. zabezp.,10871
Liberecký kraj,2001,Vzdělávání,13626
Liberecký kraj,2001,"Výroba a rozvod elektřiny, plynu, tepla",2102
Liberecký kraj,2001,Zdravotní a sociální péče,9895
Liberecký kraj,2001,"Zemědělství, lesnictví a rybářství",7241
Liberecký kraj,2001,Zpracovatelský průmysl,73953
Liberecký kraj,2001,Zásob. vodou; činnosti souvis. s odpady,1920
Liberecký kraj,2001,Činnosti v oblasti nemovitostí,0
Liberecký kraj,2002,Administrativní a podpůrné činnosti,3416
Liberecký kraj,2002,Doprava a skladování,12664
Liberecký kraj,2002,Informační a komunikační činnosti,2900
Liberecký kraj,2002,"Kulturní, zábavní a rekreační činnosti",2583
Liberecký kraj,2002,Ostatní činnosti,5051
Liberecký kraj,2002,Peněžnictví a pojišťovnictví,3027
Liberecký kraj,2002,"Profesní, vědecké a technické činnosti",4094
Liberecký kraj,2002,Stavebnictví,17670
Liberecký kraj,2002,Těžba a dobývání,2992
Liberecký kraj,2002,"Ubytování, stravování a pohostinství",6856
Liberecký kraj,2002,Velkoobchod a maloob.; opr. mot. vozidel,22877
Liberecký kraj,2002,Veřejná správa a obrana; pov. soc. zabezp.,12115
Liberecký kraj,2002,Vzdělávání,11242
Liberecký kraj,2002,"Výroba a rozvod elektřiny, plynu, tepla",1312
Liberecký kraj,2002,Zdravotní a sociální péče,11608
Liberecký kraj,2002,"Zemědělství, lesnictví a rybářství",5613
Liberecký kraj,2002,Zpracovatelský průmysl,76531
Liberecký kraj,2002,Zásob. vodou; činnosti souvis. s odpady,1101
Liberecký kraj,2002,Činnosti v oblasti nemovitostí,570
Liberecký kraj,2003,Administrativní a podpůrné činnosti,3742
Liberecký kraj,2003,Doprava a skladování,10310
Liberecký kraj,2003,Informační a komunikační činnosti,3369
Liberecký kraj,2003,"Kulturní, zábavní a rekreační činnosti",1608
Liberecký kraj,2003,Ostatní činnosti,5203
Liberecký kraj,2003,Peněžnictví a pojišťovnictví,3511
Liberecký kraj,2003,"Profesní, vědecké a technické činnosti",4684
Liberecký kraj,2003,Stavebnictví,17970
Liberecký kraj,2003,Těžba a dobývání,2237
Liberecký kraj,2003,"Ubytování, stravování a pohostinství",6936
Liberecký kraj,2003,Velkoobchod a maloob.; opr. mot. vozidel,21752
Liberecký kraj,2003,Veřejná správa a obrana; pov. soc. zabezp.,11223
Liberecký kraj,2003,Vzdělávání,13207
Liberecký kraj,2003,"Výroba a rozvod elektřiny, plynu, tepla",1467
Liberecký kraj,2003,Zdravotní a sociální péče,11149
Liberecký kraj,2003,"Zemědělství, lesnictví a rybářství",6711
Liberecký kraj,2003,Zpracovatelský průmysl,74139
Liberecký kraj,2003,Zásob. vodou; činnosti souvis. s odpady,1115
Liberecký kraj,2003,Činnosti v oblasti nemovitostí,0
Liberecký kraj,2004,Administrativní a podpůrné činnosti,3135
Liberecký kraj,2004,Doprava a skladování,10258
Liberecký kraj,2004,Informační a komunikační činnosti,2989
Liberecký kraj,2004,"Kulturní, zábavní a rekreační činnosti",2543
Liberecký kraj,2004,Ostatní činnosti,4533
Liberecký kraj,2004,Peněžnictví a pojišťovnictví,2826
Liberecký kraj,2004,"Profesní, vědecké a technické činnosti",3560
Liberecký kraj,2004,Stavebnictví,20804
Liberecký kraj,2004,Těžba a dobývání,1491
Liberecký kraj,2004,"Ubytování, stravování a pohostinství",8313
Liberecký kraj,2004,Velkoobchod a maloob.; opr. mot. vozidel,20211
Liberecký kraj,2004,Veřejná správa a obrana; pov. soc. zabezp.,10300
Liberecký kraj,2004,Vzdělávání,10916
Liberecký kraj,2004,"Výroba a rozvod elektřiny, plynu, tepla",1073
Liberecký kraj,2004,Zdravotní a sociální péče,11716
Liberecký kraj,2004,"Zemědělství, lesnictví a rybářství",6530
Liberecký kraj,2004,Zpracovatelský průmysl,79702
Liberecký kraj,2004,Zásob. vodou; činnosti souvis. s odpady,1530
Liberecký kraj,2004,Činnosti v oblasti nemovitostí,0
Liberecký kraj,2005,Administrativní a podpůrné činnosti,2627
Liberecký kraj,2005,Doprava a skladování,9756
Liberecký kraj,2005,Informační a komunikační činnosti,2646
Liberecký kraj,2005,"Kulturní, zábavní a rekreační činnosti",1795
Liberecký kraj,2005,Ostatní činnosti,3569
Liberecký kraj,2005,Peněžnictví a pojišťovnictví,3017
Liberecký kraj,2005,"Profesní, vědecké a technické činnosti",3834
Liberecký kraj,2005,Stavebnictví,21497
Liberecký kraj,2005,Těžba a dobývání,954
Liberecký kraj,2005,"Ubytování, stravování a pohostinství",7250
Liberecký kraj,2005,Velkoobchod a maloob.; opr. mot. vozidel,19457
Liberecký kraj,2005,Veřejná správa a obrana; pov. soc. zabezp.,10424
Liberecký kraj,2005,Vzdělávání,12537
Liberecký kraj,2005,"Výroba a rozvod elektřiny, plynu, tepla",1276
Liberecký kraj,2005,Zdravotní a sociální péče,11817
Liberecký kraj,2005,"Zemědělství, lesnictví a rybářství",3784
Liberecký kraj,2005,Zpracovatelský průmysl,81827
Liberecký kraj,2005,Zásob. vodou; činnosti souvis. s odpady,1674
Liberecký kraj,2005,Činnosti v oblasti nemovitostí,0
Liberecký kraj,2006,Administrativní a podpůrné činnosti,3320
Liberecký kraj,2006,Doprava a skladování,10475
Liberecký kraj,2006,Informační a komunikační činnosti,2433
Liberecký kraj,2006,"Kulturní, zábavní a rekreační činnosti",2371
Liberecký kraj,2006,Ostatní činnosti,2719
Liberecký kraj,2006,Peněžnictví a pojišťovnictví,3580
Liberecký kraj,2006,"Profesní, vědecké a technické činnosti",5569
Liberecký kraj,2006,Stavebnictví,16621
Liberecký kraj,2006,Těžba a dobývání,1300
Liberecký kraj,2006,"Ubytování, stravování a pohostinství",5981
Liberecký kraj,2006,Velkoobchod a maloob.; opr. mot. vozidel,18396
Liberecký kraj,2006,Veřejná správa a obrana; pov. soc. zabezp.,11237
Liberecký kraj,2006,Vzdělávání,11763
Liberecký kraj,2006,"Výroba a rozvod elektřiny, plynu, tepla",1457
Liberecký kraj,2006,Zdravotní a sociální péče,9472
Liberecký kraj,2006,"Zemědělství, lesnictví a rybářství",4507
Liberecký kraj,2006,Zpracovatelský průmysl,83703
Liberecký kraj,2006,Zásob. vodou; činnosti souvis. s odpady,1703
Liberecký kraj,2006,Činnosti v oblasti nemovitostí,510
